battery,drone_state_IDLE,drone_state_PROTECTING,drone_state_MOVING_TO_FIELD,drone_state_MOVING_TO_CHARGER,drone_state_CHARGING,drone_state_TERMINATED,charger_distance,accepted_drones_count,charger_capacity,neighbor_drones_average_battery,neighbor_drones,potential_drones,accepted_drones_missing_battery,charging_drones_count,charging_drones_missing_battery,potential_drones_with_lower_battery,waiting_drones_count,waiting_drones_with_lower_battery,time
0.7949999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.7929999999999998,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,54
0.7899999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.7869999999999997,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,53
0.7849999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.7819999999999998,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,52
0.7799999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.7769999999999998,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,51
0.7749999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.7719999999999998,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,50
0.7699999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.7669999999999998,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,49
0.7649999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.7619999999999998,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,48
0.7599999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.7569999999999997,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,47
0.7549999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.7519999999999998,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,46
0.7499999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.7469999999999997,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,45
0.7449999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.7419999999999998,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,44
0.7399999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.7369999999999998,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,43
0.7349999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.7319999999999998,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,42
0.7299999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.7269999999999998,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,41
0.7249999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.7219999999999998,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,40
0.7199999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.7169999999999996,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,39
0.7149999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.7119999999999997,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,38
0.7099999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.7069999999999996,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,37
0.7049999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.7019999999999997,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,36
0.6999999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.6969999999999997,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,35
0.6949999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.6919999999999997,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,34
0.6899999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.6869999999999997,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,33
0.6849999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.6819999999999997,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,32
0.6799999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.6769999999999996,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,31
0.6749999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.6719999999999997,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,30
0.6699999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.6669999999999996,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,29
0.6649999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.6619999999999997,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,28
0.6599999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.6569999999999997,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,27
0.6549999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.6519999999999997,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,26
0.6499999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.6469999999999996,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,25
0.6449999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.6419999999999997,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,24
0.6399999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.6369999999999996,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,23
0.6349999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.6319999999999997,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,22
0.6299999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.6269999999999996,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,21
0.6249999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.6219999999999997,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,20
0.6199999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.6169999999999997,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,19
0.6149999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.6119999999999997,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,18
0.6099999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.6069999999999995,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,17
0.6049999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.6019999999999996,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,16
0.5999999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.5969999999999995,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,15
0.5949999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.5919999999999996,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,14
0.5899999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.5869999999999995,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,13
0.5849999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.5819999999999996,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,12
0.5799999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.5769999999999996,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,11
0.5749999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.5719999999999996,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,10
0.5699999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.5669999999999995,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,9
0.5649999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.5619999999999996,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,8
0.5599999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.5569999999999995,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,7
0.5549999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.5519999999999996,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,6
0.5499999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.5469999999999995,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,5
0.5449999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.5419999999999996,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,4
0.5399999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.5369999999999996,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,3
0.5349999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.5319999999999996,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,2
0.5299999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,0.0,0.3333333333333333,0.5269999999999995,0.5,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,1
0.5249999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,1.0,0.3333333333333333,0.5219999999999996,0.5,3.0,0.4750000000000004,0.0,0.0,0.16666666666666666,1.0,0.0,0
0.5199999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.29832867780352595,1.0,0.3333333333333333,0.5169999999999995,0.5,3.0,0.4800000000000004,0.0,0.0,0.16666666666666666,1.0,0.0,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07071067811865475,0.0,0.3333333333333333,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,91
0.99,0.0,0.0,1.0,0.0,0.0,0.0,0.08124614103429645,0.0,0.3333333333333333,0.99,0.1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,90
0.98,0.0,0.0,1.0,0.0,0.0,0.0,0.09274627143950091,0.0,0.3333333333333333,0.98,0.1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,89
0.97,0.0,0.0,1.0,0.0,0.0,0.0,0.10489426246889946,0.0,0.3333333333333333,0.97,0.1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,88
0.96,0.0,0.0,1.0,0.0,0.0,0.0,0.11748932603372599,0.0,0.3333333333333333,0.975,0.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,87
0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.1304019829788794,0.0,0.3333333333333333,0.965,0.2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,86
0.94,0.0,0.0,1.0,0.0,0.0,0.0,0.1435465520233375,0.0,0.3333333333333333,0.955,0.2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,85
0.9299999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.1568647443843056,0.0,0.3333333333333333,0.96,0.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,84
0.9199999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.17031583444799936,0.0,0.3333333333333333,0.9499999999999998,0.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,83
0.9099999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.18387065806344177,0.0,0.3333333333333333,0.9524999999999999,0.4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,82
0.8999999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.1975078589060393,0.0,0.3333333333333333,0.9425,0.4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,81
0.8899999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.211211481133514,0.0,0.3333333333333333,0.9324999999999999,0.4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,80
0.8799999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.2249693872409701,0.0,0.3333333333333333,0.9359999999999999,0.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,79
0.8699999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.2387721940020286,0.0,0.3333333333333333,0.9259999999999998,0.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,78
0.8599999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.24905576335160012,0.0,0.3333333333333333,0.916,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,77
0.8499999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.25937171325004965,0.0,0.3333333333333333,0.9059999999999999,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,76
0.8399999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.8959999999999999,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,75
0.8349999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.8870000000000001,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,74
0.8299999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.8779999999999999,0.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,73
0.8249999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.8689999999999998,0.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,72
0.8199999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.861,0.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,71
0.8149999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.8529999999999998,0.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,70
0.8099999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.845,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,69
0.8049999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.8369999999999997,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,68
0.7999999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.8299999999999998,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,67
0.7949999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.8229999999999997,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,66
0.7899999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.8169999999999998,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,65
0.7849999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.8109999999999999,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,64
0.7799999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.8049999999999999,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,63
0.7749999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.7989999999999997,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,62
0.7699999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.7929999999999998,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,61
0.7649999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.7869999999999997,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,60
0.7599999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.7819999999999998,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,59
0.7549999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.7769999999999998,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,58
0.7499999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.7719999999999998,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,57
0.7449999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.7669999999999998,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,56
0.7399999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.7619999999999998,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,55
0.7349999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.7569999999999997,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,54
0.7299999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.7519999999999998,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,53
0.7249999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.7469999999999997,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,52
0.7199999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.7419999999999998,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,51
0.7149999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.7369999999999998,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,50
0.7099999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.7319999999999998,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,49
0.7049999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.7269999999999998,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,48
0.6999999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.7219999999999998,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,47
0.6949999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.7169999999999996,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,46
0.6899999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.7119999999999997,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,45
0.6849999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.7069999999999996,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,44
0.6799999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.7019999999999997,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,43
0.6749999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.2607680962081059,0.0,0.3333333333333333,0.6969999999999997,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,42
