
1,5,1,0.01,0.005,Drone_3,<common.simulation.World object at 0x0000026F92C5D448>,22,63,1,0.8334003622907027,DroneState.MOVING_TO_FIELD,22,77,27,77,Charger_1,45,77
1,5,1,0.01,0.005,Drone_4,<common.simulation.World object at 0x0000026F92C5D448>,25,91,1,0.79831477920675,DroneState.MOVING_TO_FIELD,37,77,27,62,Charger_1,45,77
1,5,1,0.01,0.005,Drone_5,<common.simulation.World object at 0x0000026F92C5D448>,35,37,1,0.8041225476026177,DroneState.MOVING_TO_FIELD,22,22,27,22,Charger_3,33,33
1,5,1,0.01,0.005,Drone_6,<common.simulation.World object at 0x0000026F92C5D448>,89,36,1,0.919620839612558,DroneState.MOVING_TO_FIELD,88,37,88,42,Charger_2,65,19
1,5,1,0.01,0.005,Drone_7,<common.simulation.World object at 0x0000026F92C5D448>,17,24,1,0.8492586047097297,DroneState.MOVING_TO_FIELD,42,17,32,17,Charger_3,33,33
1,1,Bird_1,<common.simulation.World object at 0x0000026F92C5D448>,64,97,BirdState.MOVING,85,40,FIELD_3,81,35,90,44,0
1,1,Bird_2,<common.simulation.World object at 0x0000026F92C5D448>,59,59,BirdState.IDLE,None,None,0
1,1,Bird_3,<common.simulation.World object at 0x0000026F92C5D448>,72,76,BirdState.MOVING,26,74,FIELD_2,20,60,40,80,0
1,1,Bird_4,<common.simulation.World object at 0x0000026F92C5D448>,6,4,BirdState.IDLE,None,None,0
1,1,Bird_5,<common.simulation.World object at 0x0000026F92C5D448>,18,25,BirdState.IDLE,None,None,0
1,1,Bird_6,<common.simulation.World object at 0x0000026F92C5D448>,60,39,BirdState.IDLE,None,None,0
1,1,Bird_7,<common.simulation.World object at 0x0000026F92C5D448>,18,18,BirdState.IDLE,None,None,0
1,1,Bird_8,<common.simulation.World object at 0x0000026F92C5D448>,72,43,BirdState.IDLE,None,None,0
1,1,Bird_9,<common.simulation.World object at 0x0000026F92C5D448>,76,56,BirdState.IDLE,None,None,0
1,1,Bird_10,<common.simulation.World object at 0x0000026F92C5D448>,97,22,BirdState.IDLE,None,None,0
2,5,1,0.01,0.005,Drone_1,<common.simulation.World object at 0x0000026F92C5D448>,17,53,1,0.8322034261706046,DroneState.MOVING_TO_FIELD,32,77,37,72,Charger_3,33,33
2,5,1,0.01,0.005,Drone_2,<common.simulation.World object at 0x0000026F92C5D448>,82,16,1,0.821729494196393,DroneState.MOVING_TO_FIELD,88,37,88,42,Charger_2,65,19
2,5,1,0.01,0.005,Drone_3,<common.simulation.World object at 0x0000026F92C5D448>,22,64,1,0.8234003622907027,DroneState.MOVING_TO_FIELD,22,77,27,77,Charger_1,45,77
2,5,1,0.01,0.005,Drone_4,<common.simulation.World object at 0x0000026F92C5D448>,26,89,1,0.78831477920675,DroneState.MOVING_TO_FIELD,37,77,37,72,Charger_1,45,77
2,5,1,0.01,0.005,Drone_5,<common.simulation.World object at 0x0000026F92C5D448>,34,35,1,0.7941225476026177,DroneState.MOVING_TO_FIELD,22,22,22,12,Charger_3,33,33
2,5,1,0.01,0.005,Drone_6,<common.simulation.World object at 0x0000026F92C5D448>,88,36,1,0.909620839612558,DroneState.MOVING_TO_FIELD,88,37,83,37,Charger_2,65,19
2,5,1,0.01,0.005,Drone_7,<common.simulation.World object at 0x0000026F92C5D448>,18,23,1,0.8392586047097297,DroneState.MOVING_TO_FIELD,42,17,32,17,Charger_3,33,33
2,1,Bird_1,<common.simulation.World object at 0x0000026F92C5D448>,64,95,BirdState.MOVING,85,40,FIELD_3,81,35,90,44,0
2,1,Bird_2,<common.simulation.World object at 0x0000026F92C5D448>,59,59,BirdState.IDLE,None,None,0
2,1,Bird_3,<common.simulation.World object at 0x0000026F92C5D448>,70,75,BirdState.MOVING,26,74,FIELD_2,20,60,40,80,0
2,1,Bird_4,<common.simulation.World object at 0x0000026F92C5D448>,6,4,BirdState.IDLE,None,None,0
2,1,Bird_5,<common.simulation.World object at 0x0000026F92C5D448>,18,25,BirdState.IDLE,None,None,0
2,1,Bird_6,<common.simulation.World object at 0x0000026F92C5D448>,60,39,BirdState.IDLE,None,None,0
2,1,Bird_7,<common.simulation.World object at 0x0000026F92C5D448>,18,18,BirdState.IDLE,None,None,0
2,1,Bird_8,<common.simulation.World object at 0x0000026F92C5D448>,72,43,BirdState.IDLE,None,None,0
2,1,Bird_9,<common.simulation.World object at 0x0000026F92C5D448>,76,56,BirdState.IDLE,None,None,0
2,1,Bird_10,<common.simulation.World object at 0x0000026F92C5D448>,97,22,BirdState.IDLE,None,None,0
3,5,1,0.01,0.005,Drone_1,<common.simulation.World object at 0x0000026F92C5D448>,17,54,1,0.8222034261706046,DroneState.MOVING_TO_FIELD,32,77,32,67,Charger_3,33,33
3,5,1,0.01,0.005,Drone_2,<common.simulation.World object at 0x0000026F92C5D448>,82,17,1,0.811729494196393,DroneState.MOVING_TO_FIELD,88,37,83,37,Charger_2,65,19
3,5,1,0.01,0.005,Drone_3,<common.simulation.World object at 0x0000026F92C5D448>,22,65,1,0.8134003622907027,DroneState.MOVING_TO_FIELD,22,77,32,67,Charger_1,45,77
3,5,1,0.01,0.005,Drone_4,<common.simulation.World object at 0x0000026F92C5D448>,27,87,1,0.77831477920675,DroneState.MOVING_TO_FIELD,37,77,27,72,Charger_1,45,77
3,5,1,0.01,0.005,Drone_5,<common.simulation.World object at 0x0000026F92C5D448>,32,33,1,0.7841225476026177,DroneState.MOVING_TO_FIELD,22,22,22,22,Charger_3,33,33
3,5,1,0.01,0.005,Drone_6,<common.simulation.World object at 0x0000026F92C5D448>,88,37,1,0.899620839612558,DroneState.MOVING_TO_FIELD,88,37,83,42,Charger_2,65,19
3,5,1,0.01,0.005,Drone_7,<common.simulation.World object at 0x0000026F92C5D448>,19,22,1,0.8292586047097297,DroneState.MOVING_TO_FIELD,42,17,22,22,Charger_3,33,33
3,1,Bird_1,<common.simulation.World object at 0x0000026F92C5D448>,64,93,BirdState.MOVING,85,40,FIELD_3,81,35,90,44,0
3,1,Bird_2,<common.simulation.World object at 0x0000026F92C5D448>,59,59,BirdState.IDLE,None,None,0
3,1,Bird_3,<common.simulation.World object at 0x0000026F92C5D448>,68,74,BirdState.MOVING,26,74,FIELD_2,20,60,40,80,0
3,1,Bird_4,<common.simulation.World object at 0x0000026F92C5D448>,6,4,BirdState.IDLE,None,None,0
3,1,Bird_5,<common.simulation.World object at 0x0000026F92C5D448>,18,25,BirdState.IDLE,None,None,0
3,1,Bird_6,<common.simulation.World object at 0x0000026F92C5D448>,60,39,BirdState.IDLE,None,None,0
3,1,Bird_7,<common.simulation.World object at 0x0000026F92C5D448>,18,18,BirdState.IDLE,None,None,0
3,1,Bird_8,<common.simulation.World object at 0x0000026F92C5D448>,72,43,BirdState.IDLE,None,None,0
3,1,Bird_9,<common.simulation.World object at 0x0000026F92C5D448>,76,56,BirdState.IDLE,None,None,0
3,1,Bird_10,<common.simulation.World object at 0x0000026F92C5D448>,97,22,BirdState.IDLE,None,None,0
4,5,1,0.01,0.005,Drone_1,<common.simulation.World object at 0x0000026F92C5D448>,17,55,1,0.8122034261706046,DroneState.MOVING_TO_FIELD,32,77,27,77,Charger_3,33,33
4,5,1,0.01,0.005,Drone_2,<common.simulation.World object at 0x0000026F92C5D448>,82,18,1,0.8017294941963929,DroneState.MOVING_TO_FIELD,88,37,83,42,Charger_2,65,19
4,5,1,0.01,0.005,Drone_3,<common.simulation.World object at 0x0000026F92C5D448>,22,66,1,0.8034003622907027,DroneState.MOVING_TO_FIELD,22,77,37,62,Charger_1,45,77
4,5,1,0.01,0.005,Drone_4,<common.simulation.World object at 0x0000026F92C5D448>,28,85,1,0.76831477920675,DroneState.MOVING_TO_FIELD,37,77,27,77,Charger_1,45,77
4,5,1,0.01,0.005,Drone_5,<common.simulation.World object at 0x0000026F92C5D448>,31,32,1,0.7741225476026177,DroneState.MOVING_TO_FIELD,22,22,32,12,Charger_3,33,33
4,5,1,0.01,0.005,Drone_6,<common.simulation.World object at 0x0000026F92C5D448>,88,37,1,0.894620839612558,DroneState.PROTECTING,88,37,88,42,Charger_2,65,19
4,5,1,0.01,0.005,Drone_7,<common.simulation.World object at 0x0000026F92C5D448>,20,21,1,0.8192586047097297,DroneState.MOVING_TO_FIELD,42,17,27,22,Charger_3,33,33
4,1,Bird_1,<common.simulation.World object at 0x0000026F92C5D448>,64,92,BirdState.MOVING,85,40,FIELD_3,81,35,90,44,0
4,1,Bird_2,<common.simulation.World object at 0x0000026F92C5D448>,57,59,BirdState.MOVING,25,71,FIELD_2,20,60,40,80,0
4,1,Bird_3,<common.simulation.World object at 0x0000026F92C5D448>,66,74,BirdState.MOVING,26,74,FIELD_2,20,60,40,80,0
4,1,Bird_4,<common.simulation.World object at 0x0000026F92C5D448>,6,4,BirdState.IDLE,None,None,0
4,1,Bird_5,<common.simulation.World object at 0x0000026F92C5D448>,18,25,BirdState.IDLE,None,None,0
4,1,Bird_6,<common.simulation.World object at 0x0000026F92C5D448>,60,39,BirdState.IDLE,None,None,0
4,1,Bird_7,<common.simulation.World object at 0x0000026F92C5D448>,18,18,BirdState.IDLE,None,None,0
4,1,Bird_8,<common.simulation.World object at 0x0000026F92C5D448>,72,43,BirdState.IDLE,None,None,0
4,1,Bird_9,<common.simulation.World object at 0x0000026F92C5D448>,76,56,BirdState.IDLE,None,None,0
4,1,Bird_10,<common.simulation.World object at 0x0000026F92C5D448>,95,21,BirdState.MOVING,54,3,None,0
5,5,1,0.01,0.005,Drone_1,<common.simulation.World object at 0x0000026F92C5D448>,17,56,1,0.8022034261706046,DroneState.MOVING_TO_FIELD,32,77,37,62,Charger_3,33,33
5,5,1,0.01,0.005,Drone_2,<common.simulation.World object at 0x0000026F92C5D448>,82,19,1,0.7917294941963929,DroneState.MOVING_TO_FIELD,88,37,88,37,Charger_2,65,19
5,5,1,0.01,0.005,Drone_3,<common.simulation.World object at 0x0000026F92C5D448>,22,67,1,0.7934003622907027,DroneState.MOVING_TO_FIELD,22,77,32,72,Charger_1,45,77
5,5,1,0.01,0.005,Drone_4,<common.simulation.World object at 0x0000026F92C5D448>,28,84,1,0.75831477920675,DroneState.MOVING_TO_FIELD,37,77,22,62,Charger_1,45,77
5,5,1,0.01,0.005,Drone_5,<common.simulation.World object at 0x0000026F92C5D448>,30,31,1,0.7641225476026177,DroneState.MOVING_TO_FIELD,22,22,32,17,Charger_3,33,33
5,5,1,0.01,0.005,Drone_6,<common.simulation.World object at 0x0000026F92C5D448>,86,37,1,0.884620839612558,DroneState.MOVING_TO_FIELD,83,37,83,37,Charger_2,65,19
5,5,1,0.01,0.005,Drone_7,<common.simulation.World object at 0x0000026F92C5D448>,21,20,1,0.8092586047097297,DroneState.MOVING_TO_FIELD,42,17,42,17,Charger_3,33,33
5,1,Bird_1,<common.simulation.World object at 0x0000026F92C5D448>,64,91,BirdState.MOVING,85,40,FIELD_3,81,35,90,44,0
5,1,Bird_2,<common.simulation.World object at 0x0000026F92C5D448>,55,59,BirdState.MOVING,25,71,FIELD_2,20,60,40,80,0
5,1,Bird_3,<common.simulation.World object at 0x0000026F92C5D448>,64,74,BirdState.MOVING,26,74,FIELD_2,20,60,40,80,0
5,1,Bird_4,<common.simulation.World object at 0x0000026F92C5D448>,6,4,BirdState.IDLE,None,None,0
5,1,Bird_5,<common.simulation.World object at 0x0000026F92C5D448>,18,25,BirdState.IDLE,None,None,0
5,1,Bird_6,<common.simulation.World object at 0x0000026F92C5D448>,60,39,BirdState.IDLE,None,None,0
5,1,Bird_7,<common.simulation.World object at 0x0000026F92C5D448>,18,18,BirdState.IDLE,None,None,0
5,1,Bird_8,<common.simulation.World object at 0x0000026F92C5D448>,72,43,BirdState.IDLE,None,None,0
5,1,Bird_9,<common.simulation.World object at 0x0000026F92C5D448>,76,56,BirdState.IDLE,None,None,0
5,1,Bird_10,<common.simulation.World object at 0x0000026F92C5D448>,93,20,BirdState.MOVING,54,3,None,0
6,5,1,0.01,0.005,Drone_1,<common.simulation.World object at 0x0000026F92C5D448>,17,57,1,0.7922034261706046,DroneState.MOVING_TO_FIELD,32,77,27,77,Charger_3,33,33
6,5,1,0.01,0.005,Drone_2,<common.simulation.World object at 0x0000026F92C5D448>,82,20,1,0.7817294941963929,DroneState.MOVING_TO_FIELD,88,37,88,42,Charger_2,65,19
6,5,1,0.01,0.005,Drone_3,<common.simulation.World object at 0x0000026F92C5D448>,22,68,1,0.7834003622907026,DroneState.MOVING_TO_FIELD,22,77,22,72,Charger_1,45,77
6,5,1,0.01,0.005,Drone_4,<common.simulation.World object at 0x0000026F92C5D448>,29,83,1,0.7483147792067499,DroneState.MOVING_TO_FIELD,37,77,32,67,Charger_1,45,77
6,5,1,0.01,0.005,Drone_5,<common.simulation.World object at 0x0000026F92C5D448>,29,30,1,0.7541225476026177,DroneState.MOVING_TO_FIELD,22,22,37,22,Charger_3,33,33
6,5,1,0.01,0.005,Drone_6,<common.simulation.World object at 0x0000026F92C5D448>,84,37,1,0.874620839612558,DroneState.MOVING_TO_FIELD,83,37,88,37,Charger_2,65,19
6,5,1,0.01,0.005,Drone_7,<common.simulation.World object at 0x0000026F92C5D448>,22,19,1,0.7992586047097296,DroneState.MOVING_TO_FIELD,42,17,32,17,Charger_3,33,33
6,1,Bird_1,<common.simulation.World object at 0x0000026F92C5D448>,64,90,BirdState.MOVING,85,40,FIELD_3,81,35,90,44,0
6,1,Bird_2,<common.simulation.World object at 0x0000026F92C5D448>,54,59,BirdState.MOVING,25,71,FIELD_2,20,60,40,80,0
6,1,Bird_3,<common.simulation.World object at 0x0000026F92C5D448>,62,74,BirdState.MOVING,26,74,FIELD_2,20,60,40,80,0
6,1,Bird_4,<common.simulation.World object at 0x0000026F92C5D448>,6,4,BirdState.IDLE,None,None,0
6,1,Bird_5,<common.simulation.World object at 0x0000026F92C5D448>,18,25,BirdState.IDLE,None,None,0
6,1,Bird_6,<common.simulation.World object at 0x0000026F92C5D448>,60,39,BirdState.IDLE,None,None,0
6,1,Bird_7,<common.simulation.World object at 0x0000026F92C5D448>,18,18,BirdState.IDLE,None,None,0
6,1,Bird_8,<common.simulation.World object at 0x0000026F92C5D448>,72,43,BirdState.IDLE,None,None,0
6,1,Bird_9,<common.simulation.World object at 0x0000026F92C5D448>,74,54,BirdState.MOVING,23,24,FIELD_1,20,10,45,25,0
6,1,Bird_10,<common.simulation.World object at 0x0000026F92C5D448>,91,19,BirdState.MOVING,54,3,None,0
7,5,1,0.01,0.005,Drone_1,<common.simulation.World object at 0x0000026F92C5D448>,17,57,1,0.7822034261706046,DroneState.MOVING_TO_FIELD,32,77,27,77,Charger_3,33,33
7,5,1,0.01,0.005,Drone_2,<common.simulation.World object at 0x0000026F92C5D448>,82,21,1,0.7717294941963929,DroneState.MOVING_TO_FIELD,88,37,88,37,Charger_2,65,19
7,5,1,0.01,0.005,Drone_3,<common.simulation.World object at 0x0000026F92C5D448>,22,69,1,0.7734003622907026,DroneState.MOVING_TO_FIELD,22,77,37,67,Charger_1,45,77
7,5,1,0.01,0.005,Drone_4,<common.simulation.World object at 0x0000026F92C5D448>,30,81,1,0.7383147792067499,DroneState.MOVING_TO_FIELD,37,77,32,72,Charger_1,45,77
7,5,1,0.01,0.005,Drone_5,<common.simulation.World object at 0x0000026F92C5D448>,27,28,1,0.7441225476026176,DroneState.MOVING_TO_FIELD,22,22,27,22,Charger_3,33,33
7,5,1,0.01,0.005,Drone_6,<common.simulation.World object at 0x0000026F92C5D448>,83,37,1,0.864620839612558,DroneState.MOVING_TO_FIELD,83,37,88,42,Charger_2,65,19
7,5,1,0.01,0.005,Drone_7,<common.simulation.World object at 0x0000026F92C5D448>,23,18,1,0.7892586047097296,DroneState.MOVING_TO_FIELD,42,17,22,12,Charger_3,33,33
7,1,Bird_1,<common.simulation.World object at 0x0000026F92C5D448>,64,89,BirdState.MOVING,85,40,FIELD_3,81,35,90,44,0
7,1,Bird_2,<common.simulation.World object at 0x0000026F92C5D448>,52,59,BirdState.MOVING,25,71,FIELD_2,20,60,40,80,0
7,1,Bird_3,<common.simulation.World object at 0x0000026F92C5D448>,60,74,BirdState.MOVING,26,74,FIELD_2,20,60,40,80,0
7,1,Bird_4,<common.simulation.World object at 0x0000026F92C5D448>,7,4,BirdState.MOVING,84,36,FIELD_3,81,35,90,44,0
7,1,Bird_5,<common.simulation.World object at 0x0000026F92C5D448>,18,25,BirdState.IDLE,None,None,0
7,1,Bird_6,<common.simulation.World object at 0x0000026F92C5D448>,60,39,BirdState.IDLE,None,None,0
7,1,Bird_7,<common.simulation.World object at 0x0000026F92C5D448>,18,18,BirdState.IDLE,None,None,0
7,1,Bird_8,<common.simulation.World object at 0x0000026F92C5D448>,72,43,BirdState.IDLE,None,None,0
7,1,Bird_9,<common.simulation.World object at 0x0000026F92C5D448>,73,53,BirdState.MOVING,23,24,FIELD_1,20,10,45,25,0
7,1,Bird_10,<common.simulation.World object at 0x0000026F92C5D448>,89,18,BirdState.MOVING,54,3,None,0
8,5,1,0.01,0.005,Drone_1,<common.simulation.World object at 0x0000026F92C5D448>,17,57,1,0.7722034261706046,DroneState.MOVING_TO_FIELD,32,77,32,77,Charger_3,33,33
8,5,1,0.01,0.005,Drone_2,<common.simulation.World object at 0x0000026F92C5D448>,82,22,1,0.7617294941963929,DroneState.MOVING_TO_FIELD,88,37,88,42,Charger_2,65,19
8,5,1,0.01,0.005,Drone_3,<common.simulation.World object at 0x0000026F92C5D448>,22,70,1,0.7634003622907026,DroneState.MOVING_TO_FIELD,22,77,32,72,Charger_1,45,77
8,5,1,0.01,0.005,Drone_4,<common.simulation.World object at 0x0000026F92C5D448>,30,80,1,0.7283147792067499,DroneState.MOVING_TO_FIELD,37,77,32,67,Charger_1,45,77
8,5,1,0.01,0.005,Drone_5,<common.simulation.World object at 0x0000026F92C5D448>,26,27,1,0.7341225476026176,DroneState.MOVING_TO_FIELD,22,22,37,22,Charger_3,33,33
8,5,1,0.01,0.005,Drone_6,<common.simulation.World object at 0x0000026F92C5D448>,83,37,1,0.859620839612558,DroneState.PROTECTING,83,37,88,42,Charger_2,65,19
8,5,1,0.01,0.005,Drone_7,<common.simulation.World object at 0x0000026F92C5D448>,24,17,1,0.7792586047097296,DroneState.MOVING_TO_FIELD,42,17,37,17,Charger_3,33,33
8,1,Bird_1,<common.simulation.World object at 0x0000026F92C5D448>,64,88,BirdState.MOVING,85,40,FIELD_3,81,35,90,44,0
8,1,Bird_2,<common.simulation.World object at 0x0000026F92C5D448>,50,59,BirdState.MOVING,25,71,FIELD_2,20,60,40,80,0
8,1,Bird_3,<common.simulation.World object at 0x0000026F92C5D448>,58,74,BirdState.MOVING,26,74,FIELD_2,20,60,40,80,0
8,1,Bird_4,<common.simulation.World object at 0x0000026F92C5D448>,8,4,BirdState.MOVING,84,36,FIELD_3,81,35,90,44,0
8,1,Bird_5,<common.simulation.World object at 0x0000026F92C5D448>,18,25,BirdState.IDLE,None,None,0
8,1,Bird_6,<common.simulation.World object at 0x0000026F92C5D448>,60,39,BirdState.IDLE,None,None,0
8,1,Bird_7,<common.simulation.World object at 0x0000026F92C5D448>,18,18,BirdState.IDLE,None,None,0
8,1,Bird_8,<common.simulation.World object at 0x0000026F92C5D448>,72,43,BirdState.IDLE,None,None,0
8,1,Bird_9,<common.simulation.World object at 0x0000026F92C5D448>,71,52,BirdState.MOVING,23,24,FIELD_1,20,10,45,25,0
8,1,Bird_10,<common.simulation.World object at 0x0000026F92C5D448>,87,17,BirdState.MOVING,54,3,None,0
9,5,1,0.01,0.005,Drone_1,<common.simulation.World object at 0x0000026F92C5D448>,17,58,1,0.7622034261706045,DroneState.MOVING_TO_FIELD,32,77,32,62,Charger_3,33,33
9,5,1,0.01,0.005,Drone_2,<common.simulation.World object at 0x0000026F92C5D448>,82,23,1,0.7517294941963929,DroneState.MOVING_TO_FIELD,88,37,88,37,Charger_2,65,19
9,5,1,0.01,0.005,Drone_3,<common.simulation.World object at 0x0000026F92C5D448>,22,71,1,0.7534003622907026,DroneState.MOVING_TO_FIELD,22,77,22,72,Charger_1,45,77
9,5,1,0.01,0.005,Drone_4,<common.simulation.World object at 0x0000026F92C5D448>,31,79,1,0.7183147792067499,DroneState.MOVING_TO_FIELD,37,77,27,72,Charger_1,45,77
9,5,1,0.01,0.005,Drone_5,<common.simulation.World object at 0x0000026F92C5D448>,24,25,1,0.7241225476026176,DroneState.MOVING_TO_FIELD,22,22,22,22,Charger_3,33,33
9,5,1,0.01,0.005,Drone_6,<common.simulation.World object at 0x0000026F92C5D448>,84,37,1,0.849620839612558,DroneState.MOVING_TO_FIELD,88,37,88,37,Charger_2,65,19
9,5,1,0.01,0.005,Drone_7,<common.simulation.World object at 0x0000026F92C5D448>,25,17,1,0.7692586047097296,DroneState.MOVING_TO_FIELD,42,17,27,22,Charger_3,33,33
9,1,Bird_1,<common.simulation.World object at 0x0000026F92C5D448>,64,87,BirdState.MOVING,85,40,FIELD_3,81,35,90,44,0
9,1,Bird_2,<common.simulation.World object at 0x0000026F92C5D448>,48,59,BirdState.MOVING,25,71,FIELD_2,20,60,40,80,0
9,1,Bird_3,<common.simulation.World object at 0x0000026F92C5D448>,56,74,BirdState.MOVING,26,74,FIELD_2,20,60,40,80,0
9,1,Bird_4,<common.simulation.World object at 0x0000026F92C5D448>,8,4,BirdState.MOVING,84,36,FIELD_3,81,35,90,44,0
9,1,Bird_5,<common.simulation.World object at 0x0000026F92C5D448>,18,25,BirdState.IDLE,None,None,0
9,1,Bird_6,<common.simulation.World object at 0x0000026F92C5D448>,60,39,BirdState.IDLE,None,None,0
9,1,Bird_7,<common.simulation.World object at 0x0000026F92C5D448>,18,18,BirdState.IDLE,None,None,0
9,1,Bird_8,<common.simulation.World object at 0x0000026F92C5D448>,72,43,BirdState.IDLE,None,None,0
9,1,Bird_9,<common.simulation.World object at 0x0000026F92C5D448>,69,51,BirdState.MOVING,23,24,FIELD_1,20,10,45,25,0
9,1,Bird_10,<common.simulation.World object at 0x0000026F92C5D448>,85,16,BirdState.MOVING,54,3,None,0
10,5,1,0.01,0.005,Drone_1,<common.simulation.World object at 0x0000026F92C5D448>,17,58,1,0.7522034261706045,DroneState.MOVING_TO_FIELD,32,77,32,72,Charger_3,33,33
10,5,1,0.01,0.005,Drone_2,<common.simulation.World object at 0x0000026F92C5D448>,82,24,1,0.7417294941963929,DroneState.MOVING_TO_FIELD,88,37,88,42,Charger_2,65,19
10,5,1,0.01,0.005,Drone_3,<common.simulation.World object at 0x0000026F92C5D448>,22,72,1,0.7434003622907026,DroneState.MOVING_TO_FIELD,22,77,32,67,Charger_1,45,77
10,5,1,0.01,0.005,Drone_4,<common.simulation.World object at 0x0000026F92C5D448>,32,78,1,0.7083147792067499,DroneState.MOVING_TO_FIELD,37,77,32,72,Charger_1,45,77
10,5,1,0.01,0.005,Drone_5,<common.simulation.World object at 0x0000026F92C5D448>,23,23,1,0.7141225476026176,DroneState.MOVING_TO_FIELD,22,22,32,17,Charger_3,33,33
10,5,1,0.01,0.005,Drone_6,<common.simulation.World object at 0x0000026F92C5D448>,85,37,1,0.839620839612558,DroneState.MOVING_TO_FIELD,88,37,83,37,Charger_2,65,19
10,5,1,0.01,0.005,Drone_7,<common.simulation.World object at 0x0000026F92C5D448>,26,17,1,0.7592586047097296,DroneState.MOVING_TO_FIELD,42,17,42,12,Charger_3,33,33
10,1,Bird_1,<common.simulation.World object at 0x0000026F92C5D448>,64,85,BirdState.MOVING,85,40,FIELD_3,81,35,90,44,0
10,1,Bird_2,<common.simulation.World object at 0x0000026F92C5D448>,46,59,BirdState.MOVING,25,71,FIELD_2,20,60,40,80,0
10,1,Bird_3,<common.simulation.World object at 0x0000026F92C5D448>,54,74,BirdState.MOVING,26,74,FIELD_2,20,60,40,80,0
10,1,Bird_4,<common.simulation.World object at 0x0000026F92C5D448>,9,4,BirdState.MOVING,84,36,FIELD_3,81,35,90,44,0
10,1,Bird_5,<common.simulation.World object at 0x0000026F92C5D448>,18,25,BirdState.IDLE,None,None,0
10,1,Bird_6,<common.simulation.World object at 0x0000026F92C5D448>,60,39,BirdState.IDLE,None,None,0
10,1,Bird_7,<common.simulation.World object at 0x0000026F92C5D448>,18,18,BirdState.IDLE,None,None,0
10,1,Bird_8,<common.simulation.World object at 0x0000026F92C5D448>,72,43,BirdState.IDLE,None,None,0
10,1,Bird_9,<common.simulation.World object at 0x0000026F92C5D448>,67,50,BirdState.MOVING,23,24,FIELD_1,20,10,45,25,0
10,1,Bird_10,<common.simulation.World object at 0x0000026F92C5D448>,83,15,BirdState.MOVING,54,3,None,0
11,5,1,0.01,0.005,Drone_1,<common.simulation.World object at 0x0000026F92C5D448>,17,59,1,0.7422034261706045,DroneState.MOVING_TO_FIELD,32,77,27,77,Charger_3,33,33
11,5,1,0.01,0.005,Drone_2,<common.simulation.World object at 0x0000026F92C5D448>,82,24,1,0.7317294941963929,DroneState.MOVING_TO_FIELD,88,37,83,42,Charger_2,65,19
